full_site_address,Latitude,Longitude,display_name,actual_latitude,actual_longitude,nearby_businesses_count,business_names
"Slim Olson Car Wash , 2301 S Main St , Bountiful , UT , 84010",40.8645869,-111.8935807,Slim Olson's,40.8645869,-111.8935807,1,Chevron
"Smittyu0027s Car Wash Champaign , 1703 S Neil St , Champaign , IL , 61820",40.0957145,-88.2454626,Smitty’s Car Wash,40.095700199999996,-88.2454516,1,Taco Bell
"Smittyu0027s Car Wash Corsicana , 3700 W TX-31 , Corsicana , TX , 75110",32.0690227,-96.400998,ERROR,ERROR,ERROR,ERROR,ERROR
"Smittyu0027s Car Wash Fredericksburg , 513 S Adams St , Fredericksburg , TX , 78624",30.2686406,-98.8775051,Smitty's Car Wash,30.268640599999998,-98.8775051,2,"G & L Shoe Repair, Hill Country Windows & Doors"
"Smittyu0027s Car Wash Greenville , 6112 Wesley St , Greenville , TX , 75402",33.1078395,-96.1100705,Smitty's Car Wash,33.1078287,-96.11008729999999,2,"Loanstar Title Loans, Armstrong McCall Beauty Supply"
"Smittyu0027s Car Wash Kerrville , 301 Sidney Baker St , Kerrville , TX , 78028",30.0424562,-99.1448947,Smitty’s Car Wash,30.042448500000003,-99.1449018,0,
"Smittyu0027s Car Wash Lindale , 13776 US Hwy 69 N , Tyler , TX , 75706",32.4668192,-95.3857957,Smitty's Car Wash,32.4668196,-95.3857955,0,
"Smittyu0027s Car Wash Lufkin , 1808 S First St , Lufkin , TX , 75901",31.3147004,-94.7281932,Smitty's Car Wash,31.3147025,-94.7280863,1,Pro Bros
"Smittyu0027s Car Wash Marshall , 1500 E End Blvd N , Marshall , TX , 75672",32.5568335,-94.3493365,Smitty's Car Wash,32.556833499999996,-94.34933649999999,1,Chick-fil-A
"Smittyu0027s Car Wash Princeton , 400 E Princeton Dr , Princeton , TX , 75407",33.1746057,-96.4854304,ERROR,ERROR,ERROR,ERROR,ERROR
"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",32.3327117,-96.619208,Snap Clean Car Wash,32.3327117,-96.619208,0,
"Snap Clean Kiest , 1010 W Kiest Blvd , Dallas , TX , 75224",32.7052633,-96.8396643,Snap Clean Carwash,32.7053375,-96.83975980000001,2,"Polk @ Kiest - N - NS, Polk @ Kiest - S - FS"
"Snappy Car Wash , 5501 Six Mile Commercial Court , Fort Myers , FL , 33912",26.5287406,-81.866561,Snappy Car Wash,26.5287406,-81.86656099999999,1,PopStroke Ice Cream
"Snappy Cicero , 3150 S Cicero Ave , Cicero , IL , 60804",41.8351211,-87.7440913,Snappy Car Wash,41.8351211,-87.7440913,4,"Shell, Cicero & 32nd Street, Dunkin', Cicero & 32nd Street"
"Snappy Kedzie Express Car Wash , 3549 S Kedzie Ave , Chicago , IL , 60632",41.8283277,-87.704428,Snappy Car Wash,41.8283348,-87.70404049999999,3,"36th Street & Kedzie, 36th Street & Kedzie, 36th Street & Kedzie"
"Snappy Winkler , 4510 Winkler Ave , Fort Myers , FL , 33913",26.6082153,-81.8207338,Snappy Car Wash,26.6082532,-81.8206886,0,
"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",37.56632,-84.3109343,Soak City Car Wash,37.566320000000005,-84.31093430000001,0,
"Soak Craigieburn , 420-440 Craigieburn rd , craigieburn , VIC , 3064",-37.5932044,144.9088643,SOAK,-37.5932044,144.9088643,9,"Craigieburn Junction Dental, Craigieburn Junction Specialist Centre, Dr Pras Satasivam FRACS FUSANZ (Urologist, Uro-Oncologist and Robotic Surgeon), HYPOXI Craigieburn, Rate Money Craigieburn, AK SKIN CLINICS, Dr Mohammed Al-Moktar, Harry Brown Craigieburn, Campbell Page"
"Soap My Ride , 3156 Nashville Rd , Bowling Green , KY , 42101",36.9484488,-86.4771737,Soap My Ride Car Wash,36.9484488,-86.4771737,0,
"Soapatopia Car Wash , 6930 S. 73rd Street , Lincoln , NE , 68516",40.741756,-96.6203651,Soapatopia Car Wash,40.741755999999995,-96.6203651,5,"U-Stop Convenience Shop, Taco Bell, USTOP, Amazon Locker - Ngai, Jeannie's Kitchen"
"Soapy Ju0027s , 626 Norh 12 Street , Middlesboro , KY , 40965",36.6144347,-83.7027468,Soapy J's Express Car Wash,36.6144283,-83.70305069999999,0,
"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",42.0599321,-72.6756952,Soapy Noble,42.0599321,-72.67569519999999,0,
"Soapy Nobles 76 N Rd East Windsor CT , 76 N Rd , East Windsor , CT , 6088",41.9319611,-72.5918196,Soapy Noble,41.9322465,-72.5907051,0,
"Soapy Saddle Norco , 3198 Hamner Ave , Norco , CA , 92860",33.9275932,-117.5590515,Soapy Saddles Car Wash,33.9275932,-117.5590515,8,"Fuel Up, Cryptobase Bitcoin ATM, EV Gateway Charging Station, k-Bee Leotards, USABJJ, Zen Acupuncture, GreyWolf Brewing Co, 76 Ignite"
"Soapy Samu0027s , 15046 IN-23 , Granger , IN , 46530",41.7324112,-86.15926,Soapy Sam's Car Wash,41.732457,-86.15926429999999,0,
"Soapy Shark Lake Worth , 5301 S State Rd 7 , Lake Worth , FL , 33449",26.601981,-80.2065086,Soapy Shark Car Wash,26.601981,-80.20650859999999,0,
"Soapy Shark Okeechobee , 2200 Okeechobee Blvd , West Palm Beach , FL , 33409",26.7060312,-80.0851498,Soapy Shark Car Wash,26.706031199999998,-80.0851498,2,"Express Car Wash, 5.11 Tactical"
"Soggy Dog CW , 714 Ritter Dr , Glen Morgan , WV , 25813",37.7497066,-81.1410774,Soggy Dog Car Wash,37.749706599999996,-81.1410774,0,
"Solar City , 1210 Pioneer Rd , Mesquite , TX , 75149",32.7515293,-96.583091,Solar City Car Wash,32.7515293,-96.583091,2,"Western Union, Dollar General"
"Sonic Suds Five Forks , 2836 Woodruff Rd , Simpsonville , SC , 29681",34.8064838,-82.2217784,Premium EXPRESS CAR WASH,34.8064961,-82.22175109999999,1,Sonic Suds Express Car Wash
"Sonic Suds Greenville , 2426 Laurens Rd , Greenville , SC , 29607",34.8281762,-82.3473609,Sonic Suds Express Car Wash,34.8281762,-82.3473609,3,"Laurens Rd & Kellett Dr, Zaxbys, ALLIDOMO INTERIORS"
"Sonic Suds Simpsonville , 703 SE Main St , Simpsonville , SC , 29681",34.7219085,-82.252667,Sonic Suds Express Car Wash,34.7219085,-82.25266700000002,2,"CoinFlip Bitcoin ATM - Dominion Liquor and Wine (Simpsonville), Vaughn Buchanan Shelley-Associates"
"Sonnyu0027s Car Wash , 30A Main St , Winthrop , MA , 2152",42.3827713,-70.9932171,Robert Wyatt Enterprises Inc,42.3827445,-70.9928961,6,"Simione Oil Co Inc, Viking Cleaners & Launderers, Bank of America ATM, M I G Group, Mobil, Sonny’s Car Wash"
"Sonnyu0027s Car Wash , 801 Wadsworth Blvd , Lakewood , CO , 80214",39.7289834,-105.0821615,Cobblestone Car Wash,39.7289834,-105.0821615,2,"Frank Sandoval Clara Corporation, LiqCrème - Alcohol Infused Ice Cream (Headquarters Only)"
"Sonoran Express CW #2 , 1523 E Southern Ave , Phoenix , AZ , 85042",33.392314,-112.0484403,Sonoran Express Car Wash,33.3923038,-112.04843810000001,3,"Semi Truck Wash Club USA, Tint Gods, Safeway Fuel Station"
"Sonoran Express CW , 16843 N 43rd Ave , Phoenix , AZ , 85053",33.6384163,-112.1511425,Sonoran Express Car Wash,33.638416299999996,-112.15114249999999,2,"Watermill Express, West Marine"
"South Deland , 1810 S Woodland Blvd , DeLand , FL , 32720",28.9965731,-81.3032381,LUV Car Wash,28.996500299999997,-81.3032085,1,Classic Lube
"Southaven , 1101 Church Rd W , Southaven , MS , 38671",34.9330158,-90.0089691,Century Express Carwash - Southaven,34.933147399999996,-90.0092391,0,
"Sparkyu0027s , 451 E University Blvd , McKinney , TX , 75071",33.2106359,-96.610672,Sparky's Car Wash McKinney,33.2106837,-96.610779,0,
"Spectacular 1830 , 1830 E. Hwy 80 , Somerset , KY , 42503",37.1011409,-84.5898025,Spectacular Carwash,37.1011281,-84.5897844,8,"iFix Gadgetz - Somerset KY, Midland Farms, Crc, Continental Diesel Crc, ORC, atc, ULTRABURN, Pulaski Hanson Aggregates Llc"
"Spectacular 1990 , 1990 Oak Hill Road , Somerset , KY , 42503",37.0579482,-84.6462024,Spectacular Carwash,37.0579581,-84.646206,4,"CRC, 1990 Somerset Ky Llc, Oakhill Development, Midland Farms"
"Spectacular 954 , 954 US-27 , Somerset , KY , 42501",36.9524362,-84.5786258,ERROR,ERROR,ERROR,ERROR,ERROR
"Speedy Peteu0027s Car Wash , 1205 Maxwell Blvd , Ruston , LA , 71270",32.541285,-92.633638,Speedy Pete's Car Wash,32.5412415,-92.63310480000001,0,
"Splash And Dash Atlantic City , 44 N Albany Ave , Atlantic City , NJ , 8401",39.3680947,-74.4737235,ERROR,ERROR,ERROR,ERROR,ERROR
"Splash Auto Wash , 5330 Wyoming ST , Detroit , MI , 48210",42.3295633,-83.1563111,Splash Auto Wash,42.3295633,-83.1563111,2,"The D Wash, Michigan Wheel and Tire"
"Splash Brothers Wolfforth , 716 Donald Preston Dr , Wolfforth , TX , 79382",33.52042,-102.0038528,Splash Bros Xpress Car Wash,33.52042,-102.00385279999999,0,
"Splash Car Wash , 905 Abbott St , Salinas , CA , 93901",36.658371,-121.63672,Splash Carwash,36.658370999999995,-121.63672,5,"Cardtronics ATM, O.M.R Performance, Valvoline Instant Oil Change, Coastal Roofing and Solar, Abbott / # 905"
"Splash Dunlawton Ave , 901 Dunlawton Ave , Port Orange , FL , 32127",29.1299469,-81.0037301,Splash Car Wash,29.129946900000004,-81.0037301,3,"Cardtronics ATM, DNS auto glass, Memorial Park"
"Splash Herbert St , 956 Herbert St , Port Orange , FL , 32129",29.1378772,-81.0097334,Splash Express Car Wash,29.1378661,-81.0097655,3,"Eco Pest Control, Herbert & Nova IB, Porthole Bar & Grill"
"Splash Hopper Express , 863 Western Bypass , Andalusia , AL , 36420",31.2980899,-86.499031,Splash Hopper Express Wash,31.2980899,-86.499031,9,"James Barton, Ensight Eyecare, April Johnson, CRNP, Kelly Hammett, CRNP, Asia Dutton, CRNP, Kathrine Langley, CRNP, Jill Elmore, CRNP, Andalusia Walk-In Clinic, Andalusia Family Healthcare"
"Splash N Foam , 705 Fannin St , George West , TX , 78022",28.3306261,-98.1165219,Splash 'N' Foam Car Wash,28.3306261,-98.1165219,3,"Nan's Lovin' Hands Christian Learning Center, Coinstar Kiosk, Agave Jalisco @ George West, TX"
"Splash Ormond , 55 N Nova Rd , Ormond Beach , FL , 32174",29.2798712,-81.0821448,Splash Express Full Service Car Wash,29.279868300000004,-81.0821273,1,Nova & Granada NB
"Stephenville , 2623 W Washington St , Stephenville , TX , 76401",32.2068568,-98.2328337,Clean Car Wash,32.2068568,-98.2328337,1,O'Reilly Auto Parts
"Stevens Creek Xpress , 3655 Stevens Creek Blvd , Santa Clara , CA , 95051",37.3237879,-121.9648411,Stevens Creek Xpress Car Wash,37.3237879,-121.9648411,1,Автомойка
"Strang , 11230 Strang Line Rd , Lenexa , KS , 66215",38.9245344,-94.755209,Speedy Car Wash - Strang Line,38.9245386,-94.7551959,4,"Engineered Air, archifootprint Inc., Fortiviti, ITI"
"Sud Stop Bradenton , 5225 24th St E , Bradenton , FL , 34203",27.4479001,-82.5335396,Sud Stop Car Wash,27.4479001,-82.53353960000001,0,
"Suds Bucket Wash , 615 landmark Point Blvd. Suite B , Gray , GA , 31032",32.9897907,-83.5691835,Suds Bucket Car Wash,32.9897907,-83.5691835,1,Ranchers
"Suds Deluxe Commerce , 4627 W Commerce St , San Antonio , TX , 78237",29.4309076,-98.5527459,Suds Deluxe Car Wash,29.4309076,-98.55274589999999,5,"Payless Auto Insurance Family & Tax Service, Rx PLUS PHARMACY, W Commerce Btw Gen Mcmullen & Sw 30th, W Commerce & Gen Mcmullen, Trevi Auto Sales"
"Suds Deluxe Georgetown , 2991 FM 1460 , Georgetown , TX , 78626",30.5890976,-97.6571684,Suds Deluxe Car Wash,30.5890976,-97.65716839999999,3,"Circle K, Valero, Krispy Krunchy Chicken"
"Suds Deluxe Highway 6 , 8400 Highway 6 S , Houston , TX , 77083",29.6893278,-95.6442954,Suds Deluxe Car Wash,29.689327799999997,-95.64429539999999,1,WaterWorks Express Car Wash
"Suds Deluxe Kyle , 18810 IH 35 , Kyle , TX , 78640",30.0342462,-97.847338,Suds Deluxe Car Wash,30.0342462,-97.847338,0,
"Suds Deluxe Pasadena , 3327 Spencer Hwy , Pasadena , TX , 77504",29.6654019,-95.1937598,Suds Deluxe Car Wash,29.665401900000003,-95.1937598,3,"McDonald's, Michael Ming-Ying Chiang, Brident Dental & Orthodontics"
"Suds Deluxe San Marcos , 233 Wonder World Dr , San Marcos , TX , 78666",29.8637753,-97.9601867,Suds Deluxe Car Wash,29.863775300000004,-97.9601867,4,"Sonny’s enterprises, Hokkaido Ramen and Sushi Bar, Lush nails & spa, T-Mobile Authorized Retailer"
"Suds Deluxe Stafford , 12119 Murphy Rd , Stafford , TX , 77477",29.645968,-95.5648044,Suds Deluxe Car Wash,29.645968,-95.5648044,4,"Select Inn & Suites, King Car Wash, Regency Car Wash, Stafford Inn & Suites"
"Suds Deluxe Tomball , 24624 Kuykendahl Rd , Tomball , TX , 77375",30.1200462,-95.5541136,Suds Deluxe Car Wash,30.120046199999997,-95.55411360000001,1,Pete's In Home Services
"Suds N Vac , 22510 Ecorse Rd , Taylor , MI , 48180",42.2561938,-83.2560193,Suds N Vac Auto Wash,42.2561938,-83.25601929999999,2,"Tim Hortons, OEM Shades Inc"
"Sudzyu0027s Car Wash , 2624 Anderson Hwy , Powhatan , VA , 23139",37.5243866,-77.8264842,Flagstop Car Wash,37.523847599999996,-77.826104,0,
"Summerville , 10805 Commerce St , Summerville , GA , 30747",34.4900693,-85.3417458,LUV Car Wash,34.4901605,-85.3416508,0,
"Sun Splash , 914 N Stratford Rd , Moses Lake , WA , 98837",47.1408544,-119.2794176,Sun Splash Car Wash,47.140854399999995,-119.27941759999999,0,
"Sunny Daze Car Wash , 609 N Mayo Trl , Paintsville , KY , 41240",37.8254161,-82.8228864,SunnyDaze Car Wash,37.8254161,-82.8228864,1,Taco Bell
"Sunrise Car Wash , 1820 Sunrise Hwy , Merrick , NY , 11566",40.6611786,-73.5589132,Sunrise Car Wash,40.6611786,-73.55891319999999,3,"Pollo Campero, Suite 1828, Suite"
"Sunset , 1630 W Sunset Rd , Henderson , NV , 89014",36.0642091,-115.057129,LUV Car Wash,36.064170499999996,-115.05711749999998,2,"Vitamin Cottage Natural Food Market U122, Oasis Baptist Church"
"Sunshine / SasqWash Express , 4603 Churn Creek Rd , Redding , CA , 96002",40.5421253,-122.3510361,SasqWash Car Wash,40.542125299999995,-122.3510361,1,Churn Creek Rd at Hillmonte Dr (FS)
"Super 4 Season Car Wash , 68 NY-59 , Spring Valley , NY , 10977",41.1056983,-74.0332775,Shell,41.105678499999996,-74.0332919,9,"Coinsource Bitcoin ATM, 4 Seasons Car Wash, Hudson Valley Community Serivces (HVCS) Spring Valley, Strong Home Inspection and Environmental, Document Solutions Unlimited, Sanders Bakery, Upscale Stone & Marble, Healthy Joy Bakes, Design of Monsey"
"Super Duck Hazel Green , 14533 US-231 , Hazel Green , AL , 35750",34.9431964,-86.5724199,Super Duck Car Wash,34.9431964,-86.5724199,0,
"Super Duck Madison , 8392 Hwy 72 W , Madison , AL , 35757",34.7498855,-86.7653808,Super Duck Car Wash,34.7498855,-86.7653808,0,
"Super Duper , 17670 Castleton St , City of Industry , CA , 91748",33.9930313,-117.9182436,Super Duper Car Wash,33.9929434,-117.9184702,1,CVS Pharmacy
"Super Scrub Car Wash , 4405 Pacific Ave , Stockton , CA , 95207",37.9878675,-121.3117603,Super Scrub Car Wash,37.9878675,-121.31176029999999,9,"ATM, Chevron, 7-Eleven, K J Nails & Spa, Coinstar Kiosk - Bitcoin ATM, Above & Beyond Pet Grooming, Amira's Fashion Couture - Alteration & Bridal Boutique, Pay-Less Auto Insurance Services, Primo Water Refill"
"Super Splash Carwash , 400 S Preston Rd , Prosper , TX , 75078",33.2330554,-96.7926381,SuperSplash Car Wash & Lube Center,33.2330554,-96.79263809999999,1,7-Eleven
"Super Suds Carwash , 2563 Panola Rd , Lithonia , GA , 30058",33.7133668,-84.1662789,Super Suds Car Wash,33.713366799999996,-84.16627890000001,0,
"Superfine Lakewood , 21011 Pioneer Blvd , Lakewood , CA , 90715",33.8384853,-118.0823683,Superfine Auto Spa,33.838485299999995,-118.0823683,4,"Pioneer / Centralia, Centralia & Pioneer NW, Pioneer Donuts, Pioneer / Centralia"
"Superior Flagship , 22515 Loop 494 , Houston , TX , 77339",30.0396917,-95.2529266,SUPERIOR FLAGSHIP CAR WASH & LUBE CENTER,30.0396917,-95.2529266,0,
"Superior Shine Car Wash , 28100 Harper Ave , St. Clair Shores , MI , 48081",42.500345,-82.8973165,Superior Shine Car Wash,42.500344999999996,-82.8973165,5,"Harper + Stanley, Harper @ Stanley, Molinari Gail E DDS, Badalmenti Nikalene DDS, Maria Badalamenti DDS"
"Superior Texas Car Wash , 7920 Hwy 6 , Houston , TX , 77083",29.6927887,-95.6445282,Superior Texas Car Wash & Lube,29.692788699999994,-95.64452820000001,2,"Old Hickory Inn Barbecue, USA Auto Repair"
"Swift Car Wash , 26265 Carmel Rancho Blvd , Carmel-by-the-Sea , CA , 93923",36.5418005,-121.9044184,Swift Car Wash,36.5418005,-121.90441840000001,9,"Rancho Car Wash-Gift Galleria, Edith Santamaria, REALTOR®, Brown Michael N MD, KeyMe Locksmiths, Ryann McInturf, ND, Camellia Health Spa, Denise R. Mark M.D., Monterey Bay Neurofeedback Center, Bonnie Fernandez Psychotherapy"
"THOMAS CAR WASH , 218 Blueberry Ln , Nicholasville , KY , 40356",37.891331,-84.56775,Thomas Car Wash,37.891331,-84.56774999999999,1,Sherwin-Williams Paint Store
"TLC Car Wash , 2925 Williamson Rd , Roanoke , VA , 24012",37.2981458,-79.9389733,TLC Car Wash Roanoke,37.2981458,-79.9389733,3,"Valvoline Instant Oil Change, 52 Weeks of Romance Boutique, Williamson SB at Chatham"
"TLC Car Wash 2 , 1001 W Main St , Salem , VA , 24153",37.2907386,-80.0740891,"T.c. Squared, Inc.",37.290739599999995,-80.0740879,1,TLC Car Wash Salem
"TXAUS_Hwy290 , 13519 US-290 , Austin , TX , 78737",30.1985462,-97.993077,ERROR,ERROR,ERROR,ERROR,ERROR
"TXGRA_Hwy377 , 3601 E US Hwy 377 , Granbury , TX , 76049",32.4530938,-97.7328629,Zips Car Wash,32.4530798,-97.732877,0,
"TXNEW_Walton , 23685 Walton Ave , New Caney , TX , 77357",30.1529637,-95.2186963,Zips Car Wash,30.152963699999997,-95.21869629999999,0,
"Tampa , 6301 E Hillsborough Ave , Tampa , FL , 33610",27.9957334,-82.384518,Dirty Dog's Car Wash Tampa,27.9957212,-82.3845329,1,Iglesia Universal
"Taos , 1122 Paseo Del Pueblo Sur , Taos , NM , 87571",36.3816146,-105.5891681,Champion Xpress Carwash,36.381427699999996,-105.5892715,1,Dreamz Dispensary
"Texas Car Wash , 15 Texas Ave , Island Park , NY , 11558",40.6149994,-73.6435191,Texas Car Wash,40.614999399999995,-73.64351909999999,2,"Detail Center, Castle Rd / Long Beach"
"Texas Pride Car Wash , 5430 FM 741 , Heartland , TX , 75126",32.6876443,-96.4566144,Texas Pride Car Wash,32.687644299999995,-96.45661439999999,1,Tacos Gordilandia
"Texas Star Wash LLC , 810 E NASA Pkwy , Webster , TX , 77598",29.543594,-95.1085101,Texas Star Wash & Detail,29.543594000000002,-95.10851009999999,4,"Hopewell Group, Hopewell Staffing – Quality Care Staffing, Hopewell Risk Strategies, Stone Mortgage Corporation"
"The Auto Spa @ Main Street , 2002 W Main St , Durant , OK , 74701",33.9970998,-96.3999484,Main Street Auto Spa,33.9970998,-96.3999484,1,Texoma Labs Dispensary
"The Auto Spa @ University , 3212 University Blvd , Durant , OK , 74701",34.0053117,-96.4094184,The Auto Spa- University Park,34.0046555,-96.4070096,5,"Clean Machine, The Auto Spa, Parkwest Superette, ATM Machine at KBS Horizon #1, WEEDMEN Dispensary"
"The Good Wash , 2305 Plank Rd , Fredericksburg , VA , 22401",38.2970659,-77.4997266,The Goodwash Express Car Wash,38.2970659,-77.4997266,0,
"The Washery , 127 Airport Rd , Hazleton , PA , 18202",40.9914564,-75.986629,All Seasons Auto Wash,40.9914388,-75.9866857,0,
"Thoroughbred Ashland , 621 12th St , Ashland , KY , 41101",38.4776961,-82.6469666,Thoroughbred Express Auto Wash,38.477696099999996,-82.6469666,6,"Hunt Family Dentistry, Ragnar Spiritual Life Coach, Dr. Sherry D. Meade, DMD, Meade & Meade DMD, PSC, Jeffrey L. Meade, DMD, Michael A. Christian, D.M.D."
"Thoroughbred Bardstown , 1332 E John Rowan Blvd , Bardstown , KY , 40004",37.825322,-85.4535733,Thoroughbred Express Auto Wash,37.825322,-85.4535733,0,
"Thoroughbred Bedford , 3160 John A Williams Blvd , Bedford , IN , 47421",38.86775,-86.512944,Thoroughbred Express Auto Wash,38.86775,-86.51294399999999,0,
"Thoroughbred Campbellsville , 862 W Broadway , Campbellsville , KY , 42718",37.338463,-85.356568,Thoroughbred Express Auto Wash,37.338463,-85.356568,0,
"Thoroughbred Charleston , 224 Kanawha Blvd E , Charleston , WV , 25301",38.3521846,-81.640826,Thoroughbred Express Auto Wash,38.3521846,-81.64082599999999,1,Locked and Coded Escape Rooms LLC
"Thoroughbred Crosslanes , 211 New Goff Mountain Rd , Charleston , WV , 25313",38.4112508,-81.7966494,Thoroughbred Express Auto Wash,38.411250599999995,-81.79664939999999,0,
"Thoroughbred Danville , 925 Hustonville Rd , Danville , KY , 40422",37.6289123,-84.7752492,Thoroughbred Express Auto Wash,37.628912299999996,-84.77524919999999,2,"Sabor Americana, Zaytoon Mediterranean Restaurant"
"Thoroughbred Glasgow , 707 W Main St , Glasgow , KY , 42141",36.9997286,-85.9211718,Thoroughbred Express Auto Wash,36.999728999999995,-85.9212233,0,
"Thoroughbred Hal-Greer , 3082 16th St , Huntington , WV , 25701",38.4004385,-82.4233794,ERROR,ERROR,ERROR,ERROR,ERROR
"Thoroughbred Hurricane , 3111 Teays Valley Road , Hurricane , WV , 25526",38.4348488,-82.0135892,Thoroughbred Express Auto Wash,38.4348488,-82.0135892,0,
"Thoroughbred Lawrenceburg , 1026 Bypass N , Lawrenceburg , KY , 40342",38.036633,-84.9116039,Thoroughbred Express Auto Wash,38.036632999999995,-84.9116039,0,
"Thoroughbred Madison , 2601 Wilson Ave , Madison , IN , 47250",38.775206,-85.4066534,Thoroughbred Express Auto Wash,38.7752427,-85.40664029999999,0,
"Thoroughbred Maysville , 245 Wal-Mart Way , Maysville , KY , 41056",38.6235771,-83.7871551,Thoroughbred Express Auto Wash,38.6235771,-83.78715509999999,0,
"Thoroughbred North Vernon , 2410 IN-3 , North Vernon , IN , 47265",39.0201703,-85.6375455,Thoroughbred Express Auto Wash,39.0212548,-85.6396635,1,A new car wash
"Thoroughbred Pendleton , 217 SW 23rd St , Pendleton , OR , 97801",45.6657544,-118.8091604,Thoroughbred Express Auto Wash,45.6657544,-118.8091604,0,
"Thoroughbred Russellville , 235 Sam Walton Dr , Russellville , KY , 42276",36.8440025,-86.9194453,Thoroughbred Express Auto Wash,36.844002499999995,-86.91944529999999,0,
"Thoroughbred Seymour , 1550 E Tipton St , Seymour , IN , 47274",38.9578933,-85.8645389,Thoroughbred Express Auto Wash,38.957893299999995,-85.8645389,2,"Jay C Fuel Center, Jay C Fuel Center"
"Thoroughbred South Point , 45 Co Rd 120 , South Point , OH , 45680",38.4686596,-82.5510469,ERROR,ERROR,ERROR,ERROR,ERROR
"Thoroughbred Teays , 3972 Teays Valley Road , Hurricane , WV , 25526",38.4485111,-81.9427941,Thoroughbred Express Auto Wash,38.4485111,-81.9427941,0,
"Toledo , 2521 W Alexis Rd , Toledo , OH , 43613",41.7204951,-83.6060271,Mach-1 Express Wash of Toledo,41.720451399999995,-83.6060634,0,
"Top Wash Clairmont , 3631 Clairmont Rd , Chamblee , GA , 30341",33.865804,-84.3089963,TOP Express Car Wash,33.865804,-84.30899629999999,0,
"Top Wash Peachtree , 5784 Peachtree Industrial Blvd , Atlanta , GA , 30341",33.9058824,-84.294574,TOP Express Car Wash,33.905882399999996,-84.294574,1,Peachtree Ind Blvd @ John Glenn Dr
"Total Package Cape Coral , 713 NE 13th Ave , Cape Coral , FL , 33909",26.6658701,-81.946849,Total Package Car Wash,26.665870100000003,-81.946849,6,"Bliss Skin Care LLC, Ziva Inner Beauty Spa, CG Aesthetics, Society Salon Suites, Mālie Skin Spa, Premier Medical Group"
"Total Package Lakeland , 2820 US Hwy 98 N , Lakeland , FL , 33805",28.0779857,-81.9634628,Total Package Car Wash,28.0779857,-81.9634628,0,
"Touch u0026 Go CW , 847 Brookway Blvd , Brookhaven , MS , 39601",31.5783449,-90.4635139,Touch & Go Car Wash,31.578220299999998,-90.46334829999999,4,"Nissan Parts, Paul Barnett Nissan, Nissan Service, Barnett Group Insurance"
"Town Center , 5064 Weebers Crossing Dr , Jacksonville , FL , 32246",30.254715,-81.537201,LUV Car Wash,30.253534699999996,-81.5376584,0,
"Town Center Auto Wash , 6380 Sashabaw Rd , Clarkston , MI , 48346",42.7322891,-83.3787575,Planet Oil Change & Car Wash Centers of Clarkston,42.732289,-83.3785151,1,Clarkston Budget Storage
"Trident Express Car Wash , 6530 GA-40 , St. Marys , GA , 31558",30.7766023,-81.6209952,Trident Express Carwash,30.7766023,-81.6209952,1,Pet Supplies Plus St. Mary's
"Trident Express Carwash , 6530 GA-40 , St. Marys , GA , 31558",30.7766023,-81.6209952,Trident Express Carwash,30.7766023,-81.6209952,1,Pet Supplies Plus St. Mary's
"Tropicana , 3650 E Tropicana Ave , Las Vegas , NV , 89121",36.1006235,-115.0956121,LUV Car Wash,36.1004776,-115.0956117,1,One Nevada Credit Union
"Tru Car Wash , 4523 Nine Mile Rd , Richmond , VA , 23223",37.54178,-77.3722556,TRU Carwash,37.541779999999996,-77.3722556,0,
"TruShine #2 Abingdon , 25017 Western Loop , Abingdon , VA , 24211",36.7140617,-81.9306869,TruShine Car Wash II,36.714061699999995,-81.9306869,0,
"TruShine #3 Johnson City(Boones Creek) , 3033 Boones Creek Rd , Johnson City , TN , 37615",36.3855997,-82.4165509,TruShine Car Wash III,36.3855997,-82.41655089999999,4,"Boones Crk Rd - ACT, Dr. Kevin Fielden, Dr. Michael Minge, Karen Teske: Allstate Insurance"
"TruShine Bristol , 203 Linden Square Dr , Bristol , VA , 24202",36.6289697,-82.1294425,TruShine Car Wash,36.62902,-82.1294446,0,
"True Clean , 29002 Crossroads Ln , Evergreen , CO , 80439",39.698715,-105.3289309,True Clean Car Wash & Detail,39.6984962,-105.3293515,1,Jimmy John's
"Trushine #4 Kingsport , 2227 Fort Henry Dr , Kingsport , TN , 37664",36.5267711,-82.5206191,TruShine Car Wash IV,36.5267711,-82.52061909999999,1,Eastman Credit Union ATM
"Trushine #5 Sevierville , 116 Allensville Rd , Sevierville , TN , 37876",35.8772279,-83.5701602,TruShine Car Wash V,35.8772279,-83.57016019999999,0,
"Trushine #6 Blountville , 1912 TN-394 , Blountville , TN , 37617",36.5238753,-82.318723,TruShine Car Wash VI,36.5238753,-82.31872299999999,0,
"Tsunami Gary , 3251 Grant St , Gary , IN , 46408",41.559307,-87.3552511,Tsunami Express Car Wash – Gary,41.559318,-87.355295,0,
"Tsunami Grand Chute , 1911 W Wisconsin Ave , Grand Chute , WI , 54914",44.2725376,-88.4378348,Tsunami Express Car Wash - Appleton,44.2726936,-88.4369049,0,
