full_site_address,Latitude,Longitude,cars_washed,original_address,competitors_count,competitor_1_distance_miles,competitor_1_google_rating,competitor_1_google_user_rating_count,competitor_2_distance_miles,competitor_2_google_rating,competitor_2_google_user_rating_count,competitor_3_distance_miles,competitor_3_google_rating,competitor_3_google_user_rating_count,competitor_4_distance_miles,competitor_4_google_rating,competitor_4_google_user_rating_count,competitor_5_distance_miles,competitor_5_google_rating,competitor_5_google_user_rating_count,competitor_6_distance_miles,competitor_6_google_rating,competitor_6_google_user_rating_count
"Morrilton - E Harding St , 1803 E Harding St , Morrilton , AR , 72110",35.1704143,-92.719885,18620,"Morrilton - E Harding St , 1803 E Harding St , Morrilton , AR , 72110",1.0,0.826502893919513,4.2,64.0,,,,,,,,,,,,,,,
"Mountain Edge , 200 E Commonwealth Dr , Wytheville , VA , 24382",36.9600105,-81.0960388,97847,"Mountain Edge , 200 E Commonwealth Dr , Wytheville , VA , 24382",0.0,,,,,,,,,,,,,,,,,,
"Mountain Express #1 , 226 Old Chimney Rock Rd , Hendersonville , NC , 28792",35.3457861,-82.4322737,77315,"Mountain Express #1 , 226 Old Chimney Rock Rd , Hendersonville , NC , 28792",0.0,,,,,,,,,,,,,,,,,,
"Mountain Express #2 , 821 Shepherd St , Hendersonville , NC , 28792",35.2989673,-82.4359153,74552,"Mountain Express #2 , 821 Shepherd St , Hendersonville , NC , 28792",2.0,0.753623887101345,3.7,3.0,0.934179353056605,3.7,242.0,,,,,,,,,,,,
"Mr Clean Blairsville , 262 GA-515 , Blairsville , GA , 30512",34.8794923,-83.9556608,132267,"Mr Clean Blairsville , 262 GA-515 , Blairsville , GA , 30512",1.0,0.417427409010463,4.3,245.0,,,,,,,,,,,,,,,
"Mr Clean Canton , 220 Riverstone Pkwy , Canton , GA , 30114",34.2440227,-84.488294,13286,"Mr Clean Canton , 220 Riverstone Pkwy , Canton , GA , 30114",2.0,0.380480019495274,4.0,658.0,0.511028135422659,4.5,10.0,,,,,,,,,,,,
"Mr Clean Dahlonega , 45 Morrison Moore Pkwy W , Dahlonega , GA , 30533",34.5257347,-83.9789743,5996,"Mr Clean Dahlonega , 45 Morrison Moore Pkwy W , Dahlonega , GA , 30533",1.0,0.699218459148091,4.7,154.0,,,,,,,,,,,,,,,
"Mr Clean DeBary , 215 N Charles Richard Beall Blvd , DeBary , FL , 32713",28.8994251,-81.3049194,123390,"Mr Clean DeBary , 215 N Charles Richard Beall Blvd , DeBary , FL , 32713",0.0,,,,,,,,,,,,,,,,,,
"Mr Clean Leesburg , 1396 W N Blvd , Leesburg , FL , 34748",28.8277769,-81.8866092,112995,"Mr Clean Leesburg , 1396 W N Blvd , Leesburg , FL , 34748",0.0,,,,,,,,,,,,,,,,,,
"Mr Clean Loganville , 4840 Atlanta Hwy , Loganville , GA , 30052",33.8331639,-83.8811731,111952,"Mr Clean Loganville , 4840 Atlanta Hwy , Loganville , GA , 30052",1.0,0.860775333379596,4.1,157.0,,,,,,,,,,,,,,,
"Mr Clean Orange Park , 890 Blanding Blvd , Orange Park , FL , 32065",30.1418889,-81.7681268,34341,"Mr Clean Orange Park , 890 Blanding Blvd , Orange Park , FL , 32065",3.0,0.101575213537291,4.3,128.0,0.323783754649244,4.8,57.0,0.705746458508075,4.7,137.0,,,,,,,,,
"Mr Clean Oxford , 11822 US-301 , Oxford , FL , 34484",28.9285765,-82.0378868,108192,"Mr Clean Oxford , 11822 US-301 , Oxford , FL , 34484",0.0,,,,,,,,,,,,,,,,,,
"Mr Clean Sharpsburg , 18 Bailey Station Dr , Sharpsburg , GA , 30277",33.4081197,-84.6736447,97569,"Mr Clean Sharpsburg , 18 Bailey Station Dr , Sharpsburg , GA , 30277",0.0,,,,,,,,,,,,,,,,,,
"Mr D Car Wash , 525 E Sumner St , Hartford , WI , 53027",43.3168236,-88.3718484,38605,"Mr D Car Wash , 525 E Sumner St , Hartford , WI , 53027",0.0,,,,,,,,,,,,,,,,,,
"Mr. B's Car Wash - Sumiton , 878 Hwy 78 , Sumiton , AL , 35148",33.7450899,-87.0469626,50678,,,,,,,,,,,,,,,,,,,,
"My Wash , 3804 S Western , Marion , IN , 46953",40.523313,-85.6753078,116051,"My Wash , 3804 S Western , Marion , IN , 46953",2.0,0.377649508015356,4.2,339.0,0.926586907358292,3.0,2.0,,,,,,,,,,,,
"NCGOL_N.Berkeley , 508 N Berkeley Blvd , Goldsboro , NC , 27534",35.3745497,-77.9443943,110163,"NCGOL_N.Berkeley , 508 N Berkeley Blvd , Goldsboro , NC , 27534",3.0,0.351361606662514,3.9,215.0,0.650219929130373,3.9,144.0,0.800244888406783,3.9,171.0,,,,,,,,,
"NCHOL_GrandHill , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,92523,"NCHOL_GrandHill , 301 Grand Hill Pl , Holly Springs , NC , 27540",0.0,,,,,,,,,,,,,,,,,,
"New Shackle Island , 271 New Shackle Island Rd , Hendersonville , TN , 37075",36.3184762,-86.6253516,50210,"New Shackle Island , 271 New Shackle Island Rd , Hendersonville , TN , 37075",0.0,,,,,,,,,,,,,,,,,,
"North Deland , 104 E International Speedway Blvd , DeLand , FL , 32724",29.0539905,-81.3026516,133166,"North Deland , 104 E International Speedway Blvd , DeLand , FL , 32724",2.0,0.0005011985913957,4.4,951.0,0.61689699145275,4.9,1754.0,,,,,,,,,,,,
"North Port CW , 14164 Tamiami Trail , North Port , FL , 34287",27.043727,-82.2395995,31140,"North Port CW , 14164 Tamiami Trail , North Port , FL , 34287",0.0,,,,,,,,,,,,,,,,,,
"OCTOPUS CAR WASH , 1050 W Beta St , Green Valley , AZ , 85614",31.9024319,-110.9867705,76552,"OCTOPUS CAR WASH , 1050 W Beta St , Green Valley , AZ , 85614",0.0,,,,,,,,,,,,,,,,,,
"Ocala -Silver Springs , 4956 E Silver Springs Blvd , Ocala , FL , 34470",29.2100496,-82.0658882,169360,"Ocala -Silver Springs , 4956 E Silver Springs Blvd , Ocala , FL , 34470",0.0,,,,,,,,,,,,,,,,,,
"Ocean Express , 9640 Federal Blvd , Federal Heights , CO , 80260",39.8715564,-105.0241903,158636,"Ocean Express , 9640 Federal Blvd , Federal Heights , CO , 80260",5.0,0.370968409134319,3.7,81.0,0.60556570883531,3.4,10.0,0.783795297645365,4.0,1.0,0.911542571439578,2.0,1.0,0.915564636525047,3.0,2.0,,,
"Ogeechee , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,24454,"Ogeechee , 5909 Ogeechee Rd , Savannah , GA , 31419",0.0,,,,,,,,,,,,,,,,,,
"Ollie Wash Henderson , 2700 US Hwy. 41 N , Henderson , KY , 42420",37.8755239,-87.5672191,72081,"Ollie Wash Henderson , 2700 US Hwy. 41 N , Henderson , KY , 42420",1.0,0.889977120842434,3.5,52.0,,,,,,,,,,,,,,,
"Ollie Wash Owensboro , 3850 Frederica St , Owensboro , KY , 42301",37.7343692,-87.1206966,171650,"Ollie Wash Owensboro , 3850 Frederica St , Owensboro , KY , 42301",1.0,0.712029844691448,4.9,238.0,,,,,,,,,,,,,,,
"Orange City , 1310 S Volusia Ave , Orange City , FL , 32763",28.9337218,-81.2984532,76364,"Orange City , 1310 S Volusia Ave , Orange City , FL , 32763",1.0,0.0965128730179209,,,,,,,,,,,,,,,,,
"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",41.01523,-92.456148,84016,"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",2.0,0.932082239508056,4.1,71.0,0.939750718942675,1.5,2.0,,,,,,,,,,,,
"Oxford , 1826 US-78 , Oxford , AL , 36203",33.5957609,-85.8750204,112892,"Oxford , 1826 US-78 , Oxford , AL , 36203",0.0,,,,,,,,,,,,,,,,,,
"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",39.5053791,-121.5444403,40464,"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",0.0,,,,,,,,,,,,,,,,,,
"Palatka , 812 FL-19 , Palatka , FL , 32177",29.6401112,-81.6772984,98235,"Palatka , 812 FL-19 , Palatka , FL , 32177",1.0,0.54550871721469,4.1,395.0,,,,,,,,,,,,,,,
"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",29.4772142,-81.1809069,57881,"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",0.0,,,,,,,,,,,,,,,,,,
"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",34.53198,-82.6963294,65744,"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",1.0,0.66199841718912,3.9,161.0,,,,,,,,,,,,,,,
"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",34.8261114,-82.5618856,167211,"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",3.0,0.0133103428152647,,,0.13577971434634,4.4,62.0,0.783019641670521,2.6,48.0,,,,,,,,,
"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",33.8474699,-84.6095148,61664,"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",0.0,,,,,,,,,,,,,,,,,,
"Pat's NU Star - Winter Haven , 619 Cypress Gardens Blvd , Winter Haven , FL , 33880",28.0044428,-81.7177581,28995,,,,,,,,,,,,,,,,,,,,
"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",32.8194376,-86.6104121,62441,"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",0.0,,,,,,,,,,,,,,,,,,
"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",27.8321463,-80.4806875,12618,"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",0.0,,,,,,,,,,,,,,,,,,
"Peppy's Car Wash , 101 W University Pkwy , Jackson , TN , 38305",35.6963252,-88.8329326,137989,,,,,,,,,,,,,,,,,,,,
"Peppy's Car Wash Union City , 1315 Old Troy Rd , Union City , TN , 38261",36.4164336,-89.0730822,34834,,,,,,,,,,,,,,,,,,,,
"Phenix City , 3709 US-431 , Phenix City , AL , 36867",32.497545,-85.0446581,166387,"Phenix City , 3709 US-431 , Phenix City , AL , 36867",0.0,,,,,,,,,,,,,,,,,,
"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",35.339245,-77.919017,21809,"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",1.0,0.482715797804337,4.7,10.0,,,,,,,,,,,,,,,
"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",42.813419,-71.1021821,80384,"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",1.0,0.0012022795315952,3.9,155.0,,,,,,,,,,,,,,,
"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",29.8652652,-81.2982865,4789,"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",0.0,,,,,,,,,,,,,,,,,,
"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",45.4599517,-98.4546109,97823,"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",0.0,,,,,,,,,,,,,,,,,,
"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",34.1057206,-84.5433192,28169,"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",1.0,0.930481862313137,4.2,385.0,,,,,,,,,,,,,,,
"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",32.1370935,-81.2545339,1903,"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",1.0,0.506079510299702,4.1,627.0,,,,,,,,,,,,,,,
"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",32.4883669,-95.3982816,62909,"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",0.0,,,,,,,,,,,,,,,,,,
"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",38.3143963,-85.5627054,155931,"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",0.0,,,,,,,,,,,,,,,,,,
"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",38.219339,-104.638418,58183,"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",1.0,0.981742213115141,5.0,1.0,,,,,,,,,,,,,,,
"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",31.242485,-90.4795296,96010,"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",0.0,,,,,,,,,,,,,,,,,,
"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",35.8632117,-83.5282174,91140,"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",0.0,,,,,,,,,,,,,,,,,,
"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",42.889469,-70.872266,203514,"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",1.0,0.970061738406087,4.1,70.0,,,,,,,,,,,,,,,
"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",42.8466008,-73.9416205,18676,"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",0.0,,,,,,,,,,,,,,,,,,
"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",34.3438549,-86.5015317,55050,"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",0.0,,,,,,,,,,,,,,,,,,
"RED ROCKET CAR WASH #2 , 2110 Redstone Rd SW , Huntsville , AL , 35803",34.6176307,-86.5687864,57223,"RED ROCKET CAR WASH #2 , 2110 Redstone Rd SW , Huntsville , AL , 35803",2.0,0.262874366466323,4.6,349.0,0.767316706107142,4.3,83.0,,,,,,,,,,,,
"RIVERHEAD TOYOTA CAR WASH , 1655 County Rd 58 , Riverhead , NY , 11901",40.9240907,-72.6984365,9981,"RIVERHEAD TOYOTA CAR WASH , 1655 County Rd 58 , Riverhead , NY , 11901",0.0,,,,,,,,,,,,,,,,,,
"ROCK & ROLL CW , 8320 W Judge Perez Dr , Chalmette , LA , 70043",29.9531318,-89.9797697,96279,,,,,,,,,,,,,,,,,,,,
"Radiant Apollo Beach , 6576 US Hwy 41 , Apollo Beach , FL , 33572",27.7731377,-82.3902847,135298,"Radiant Apollo Beach , 6576 US Hwy 41 , Apollo Beach , FL , 33572",0.0,,,,,,,,,,,,,,,,,,
"Radiant Auburndale , 2049 US-92 , Auburndale , FL , 33823",28.0573484,-81.8121995,162809,"Radiant Auburndale , 2049 US-92 , Auburndale , FL , 33823",0.0,,,,,,,,,,,,,,,,,,
"Radiant Land O' Lakes , 4230 Land O' Lakes Blvd , Land O' Lakes , FL , 34639",28.2424856,-82.4427769,101764,,,,,,,,,,,,,,,,,,,,
"Radiant Poinciana , 925 Cypress Pkwy , Kissimmee , FL , 34759",28.1481414,-81.4462145,153366,"Radiant Poinciana , 925 Cypress Pkwy , Kissimmee , FL , 34759",0.0,,,,,,,,,,,,,,,,,,
"Radiant Spring Hill , 7104 Mariner Blvd , Spring Hill , FL , 34609",28.5308742,-82.5110397,101812,"Radiant Spring Hill , 7104 Mariner Blvd , Spring Hill , FL , 34609",2.0,0.625381345194441,4.9,579.0,0.805697259785198,4.4,1615.0,,,,,,,,,,,,
"Radiant Zephyrhills , 7575 Gall Blvd , Zephyrhills , FL , 33541",28.2677868,-82.1889848,28277,"Radiant Zephyrhills , 7575 Gall Blvd , Zephyrhills , FL , 33541",0.0,,,,,,,,,,,,,,,,,,
"Rio Rancho North , 507 NM-528 NE , Rio Rancho , NM , 87144",35.2668562,-106.6276302,19006,"Rio Rancho North , 507 NM-528 NE , Rio Rancho , NM , 87144",0.0,,,,,,,,,,,,,,,,,,
"Riptide Dallas , 1001 Dallas Cherryville Hwy , Dallas , NC , 28034",35.3153389,-81.189865,66815,"Riptide Dallas , 1001 Dallas Cherryville Hwy , Dallas , NC , 28034",4.0,0.0046516361349606,3.0,9.0,0.0054187116056185,4.2,92.0,0.254323934963665,3.4,69.0,0.322107901659866,3.6,22.0,,,,,,
"Riptide Durham , 3639 Durham-Chapel Hill Blvd , Durham , NC , 27707",35.97045,-78.9507861,102295,"Riptide Durham , 3639 Durham-Chapel Hill Blvd , Durham , NC , 27707",0.0,,,,,,,,,,,,,,,,,,
"Riptide Gastonia , 3711 E Franklin Blvd , Gastonia , NC , 28056",35.2572225,-81.1140765,162118,"Riptide Gastonia , 3711 E Franklin Blvd , Gastonia , NC , 28056",0.0,,,,,,,,,,,,,,,,,,
"Riptide Neuse , 13150 Falls of Neuse Rd , Raleigh , NC , 27614",35.9412871,-78.5612498,84062,"Riptide Neuse , 13150 Falls of Neuse Rd , Raleigh , NC , 27614",0.0,,,,,,,,,,,,,,,,,,
"Riptide Spring Lake , 1101 N Bragg Blvd , Spring Lake , NC , 28390",35.1804403,-78.9818916,19882,"Riptide Spring Lake , 1101 N Bragg Blvd , Spring Lake , NC , 28390",2.0,0.54762828303041,,,0.794698452018428,3.9,28.0,,,,,,,,,,,,
"Riverside Ionia , 1370 S State Rd , Ionia , MI , 48846",42.9685416,-85.0698982,57946,"Riverside Ionia , 1370 S State Rd , Ionia , MI , 48846",0.0,,,,,,,,,,,,,,,,,,
"Riverside Lowell , 1941 W Main St , Lowell , MI , 49331",42.931854,-85.3592788,109717,"Riverside Lowell , 1941 W Main St , Lowell , MI , 49331",0.0,,,,,,,,,,,,,,,,,,
"Road Runner Express #2 , 101 Market Center Way , Daleville , VA , 24083",37.4169786,-79.9111846,14373,"Road Runner Express #2 , 101 Market Center Way , Daleville , VA , 24083",1.0,0.516553094689688,3.9,176.0,,,,,,,,,,,,,,,
"Road Runner Express , 7816 Timberlake Rd , Lynchburg , VA , 24502",37.351769,-79.2267214,52822,"Road Runner Express , 7816 Timberlake Rd , Lynchburg , VA , 24502",1.0,0.371664868417996,4.4,432.0,,,,,,,,,,,,,,,
"Roadrunner Express Mukwonago , 811 S Rochester St , Mukwonago , WI , 53149",42.8556672,-88.3274265,75350,"Roadrunner Express Mukwonago , 811 S Rochester St , Mukwonago , WI , 53149",1.0,0.249188755086856,3.8,26.0,,,,,,,,,,,,,,,
"Roadrunner Express New Berlin , 5275 S Moorland Rd , New Berlin , WI , 53151",42.9485381,-88.1097854,48244,"Roadrunner Express New Berlin , 5275 S Moorland Rd , New Berlin , WI , 53151",1.0,0.245470400183808,4.5,204.0,,,,,,,,,,,,,,,
"Rocket Wash Foothills , 3985 US-421 , Wilkesboro , NC , 28697",36.1493091,-81.2308643,47294,"Rocket Wash Foothills , 3985 US-421 , Wilkesboro , NC , 28697",0.0,,,,,,,,,,,,,,,,,,
"Rocket Wash Mebane , 211 Fieldale Rd , Mebane , NC , 27302",36.0759804,-79.2749994,82445,"Rocket Wash Mebane , 211 Fieldale Rd , Mebane , NC , 27302",2.0,0.0796598521512372,4.1,479.0,0.731891636632309,4.9,1795.0,,,,,,,,,,,,
"Rocket Wash Rome , 694 Braves Blvd NE , Rome , GA , 30161",34.2837964,-85.1672328,32188,"Rocket Wash Rome , 694 Braves Blvd NE , Rome , GA , 30161",0.0,,,,,,,,,,,,,,,,,,
"Rocket Wash Wilkesboro , 1846 US-421 , Wilkesboro , NC , 28697",36.1506819,-81.1992276,80986,"Rocket Wash Wilkesboro , 1846 US-421 , Wilkesboro , NC , 28697",0.0,,,,,,,,,,,,,,,,,,
"Rockmart , 1931 Nathan Dean Pkwy , Rockmart , GA , 30153",34.0092289,-85.0306115,6729,"Rockmart , 1931 Nathan Dean Pkwy , Rockmart , GA , 30153",1.0,0.160966445969937,4.2,494.0,,,,,,,,,,,,,,,
"Rocks Edge , 116 Carmel Dr , King , NC , 27021",36.2624481,-80.365563,99507,"Rocks Edge , 116 Carmel Dr , King , NC , 27021",0.0,,,,,,,,,,,,,,,,,,
"Rogue Carwash , 819 SE Mill St , Grants Pass , OR , 97526",42.4311527,-123.318906,72733,"Rogue Carwash , 819 SE Mill St , Grants Pass , OR , 97526",2.0,0.572429413672433,4.5,435.0,0.943140152514822,4.2,80.0,,,,,,,,,,,,
"Rolling Thunder , 800 E Main St , Palmyra , PA , 17078",40.312316,-76.585092,63971,"Rolling Thunder , 800 E Main St , Palmyra , PA , 17078",1.0,0.805529148827778,,,,,,,,,,,,,,,,,
"Royal Pines , 3454 Royal Pines Dr , Middleburg , FL , 32068",30.1588835,-81.8357776,23954,"Royal Pines , 3454 Royal Pines Dr , Middleburg , FL , 32068",0.0,,,,,,,,,,,,,,,,,,
"Royal Splash Car Wash , 21 Cape Rd , Mendon , MA , 1756",42.0997802,-71.5037789,36762,"Royal Splash Car Wash , 21 Cape Rd , Mendon , MA , 1756",0.0,,,,,,,,,,,,,,,,,,
"Rub A Dub , 707 Taugenbaugh Blvd , Rifle , CO , 81650",39.5216905,-107.7771586,16143,"Rub A Dub , 707 Taugenbaugh Blvd , Rifle , CO , 81650",0.0,,,,,,,,,,,,,,,,,,
"Russellville - E Main St , 2610 E Main St , Russellville , AR , 72802",35.2778085,-93.1033689,71951,"Russellville - E Main St , 2610 E Main St , Russellville , AR , 72802",2.0,0.307848400052902,4.4,761.0,0.988088108572066,4.1,618.0,,,,,,,,,,,,
"SIMPLY CLEAN CW (VALLEY CW) , 64 Pershing Dr , Ansonia , CT , 6401",41.3346732,-73.0831786,25103,"SIMPLY CLEAN CW (VALLEY CW) , 64 Pershing Dr , Ansonia , CT , 6401",0.0,,,,,,,,,,,,,,,,,,
"SQUEAKY CLEAN CW 2 , 3931 Cerrillos Rd , Santa Fe , NM , 87507",35.6427019,-106.0134847,26695,"SQUEAKY CLEAN CW 2 , 3931 Cerrillos Rd , Santa Fe , NM , 87507",2.0,0.328400503913486,4.3,451.0,0.493643306617349,4.5,796.0,,,,,,,,,,,,
"STEESE , 720 Old Steese Hwy , Fairbanks , AK , 99701",64.8515089,-147.6945971,74221,"STEESE , 720 Old Steese Hwy , Fairbanks , AK , 99701",2.0,0.0162851708412033,4.3,6.0,0.192063160652772,,,,,,,,,,,,,,
"SUPER SPRAY , 1581 S Muskogee Ave , Tahlequah , OK , 74464",35.8956029,-94.9762402,24724,"SUPER SPRAY , 1581 S Muskogee Ave , Tahlequah , OK , 74464",2.0,0.595700582707502,4.1,82.0,0.998367942791382,4.6,114.0,,,,,,,,,,,,
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,24036,"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",4.0,0.519212258432151,4.8,1439.0,0.81171552397908,3.5,6.0,0.980983397608932,4.3,6.0,0.981302013389311,1.8,4.0,,,,,,
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,57295,"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",2.0,0.0065423043434584,3.1,14.0,0.902552378372179,4.7,1474.0,,,,,,,,,,,,
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,14883,"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",2.0,0.115695169767549,,,0.117698753783419,3.5,18.0,,,,,,,,,,,,
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,81435,"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",1.0,0.408487838579326,4.3,84.0,,,,,,,,,,,,,,,
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,133962,"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",1.0,0.707169200144859,4.5,796.0,,,,,,,,,,,,,,,
"Saratoga Honda , 3402 US-9 , Saratoga Springs , NY , 12866",43.057525,-73.7870143,9629,"Saratoga Honda , 3402 US-9 , Saratoga Springs , NY , 12866",0.0,,,,,,,,,,,,,,,,,,
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",32.3740716,-96.8662375,24694,"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",0.0,,,,,,,,,,,,,,,,,,
"Seaway Car Wash North , 142 Heineberg Drive , Colchester , VT , 5446",44.53489,-73.249658,29408,"Seaway Car Wash North , 142 Heineberg Drive , Colchester , VT , 5446",0.0,,,,,,,,,,,,,,,,,,
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,25034,"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",1.0,0.624012499893391,4.3,137.0,,,,,,,,,,,,,,,
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,54258,"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",1.0,0.624012499893391,4.3,137.0,,,,,,,,,,,,,,,
"Senatobia , 328 E Main St , Senatobia , MS , 38668",34.6197427,-89.9562586,91856,"Senatobia , 328 E Main St , Senatobia , MS , 38668",1.0,0.019353071697491,3.7,6.0,,,,,,,,,,,,,,,
"Sherwood - E Kiehl Ave , 3610 E Kiehl Ave , Sherwood , AR , 72120",34.8316898,-92.1924256,60745,"Sherwood - E Kiehl Ave , 3610 E Kiehl Ave , Sherwood , AR , 72120",0.0,,,,,,,,,,,,,,,,,,
"Shortman Car Wash , 1001 N Main St , Miami , OK , 74354",36.8867079,-94.8779151,11526,"Shortman Car Wash , 1001 N Main St , Miami , OK , 74354",1.0,0.179037809786047,1.0,1.0,,,,,,,,,,,,,,,
"Silver City , 1870 US-180 , Silver City , NM , 88061",32.7861869,-108.2554652,92350,"Silver City , 1870 US-180 , Silver City , NM , 88061",0.0,,,,,,,,,,,,,,,,,,
"Smitty's Car Wash Fredericksburg , 513 S Adams St , Fredericksburg , TX , 78624",30.2686406,-98.8775051,10619,,,,,,,,,,,,,,,,,,,,
"Smitty's Car Wash Greenville , 6112 Wesley St , Greenville , TX , 75402",33.1078395,-96.1100705,35010,,,,,,,,,,,,,,,,,,,,
"Smitty's Car Wash Kerrville , 301 Sidney Baker St , Kerrville , TX , 78028",30.0424562,-99.1448947,65827,,,,,,,,,,,,,,,,,,,,
"Smitty's Car Wash Lindale , 13776 US Hwy 69 N , Tyler , TX , 75706",32.4668192,-95.3857957,50211,,,,,,,,,,,,,,,,,,,,
"Smitty's Car Wash Lufkin , 1808 S First St , Lufkin , TX , 75901",31.3147004,-94.7281932,149975,,,,,,,,,,,,,,,,,,,,
"Smitty's Car Wash Marshall , 1500 E End Blvd N , Marshall , TX , 75672",32.5568335,-94.3493365,42468,,,,,,,,,,,,,,,,,,,,
"Smitty's Car Wash Princeton , 400 E Princeton Dr , Princeton , TX , 75407",33.1746057,-96.4854304,9153,,,,,,,,,,,,,,,,,,,,
"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",32.3327117,-96.619208,106841,"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",2.0,0.173935962070833,3.0,2.0,0.813659648783544,2.8,58.0,,,,,,,,,,,,
"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",37.56632,-84.3109343,71117,"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",0.0,,,,,,,,,,,,,,,,,,
"Soapy J's , 626 Norh 12 Street , Middlesboro , KY , 40965",36.6144347,-83.7027468,88020,,,,,,,,,,,,,,,,,,,,
"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",42.0599321,-72.6756952,45788,"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",0.0,,,,,,,,,,,,,,,,,,
