full_site_address,Latitude,Longitude,cars_washed,nearby_traffic_lights_count,distance_nearest_traffic_light_1,distance_nearest_traffic_light_2,distance_nearest_traffic_light_3,distance_nearest_traffic_light_4,distance_nearest_traffic_light_5,distance_nearest_traffic_light_6,distance_nearest_traffic_light_7,distance_nearest_traffic_light_8,distance_nearest_traffic_light_9,distance_nearest_traffic_light_10
"NCHOL_GrandHill , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,92523,14.0,0.0744625578525964,0.1767671523467542,0.209671648366942,0.2163764325374262,0.2236704359005932,0.3386426558374202,0.4054223327902452,0.5403809772827256,0.567547356810094,0.5698371724381792
"New Shackle Island , 271 New Shackle Island Rd , Hendersonville , TN , 37075",36.3184762,-86.6253516,50210,6.0,0.2245819090476237,0.4516418227342529,0.6636544607456418,0.8041910541967315,0.9801753165182984,0.9826845564256536,,,,
"North Deland , 104 E International Speedway Blvd , DeLand , FL , 32724",29.0539905,-81.3026516,133166,8.0,0.1088416155795692,0.1596486672681729,0.1953155854763683,0.4028846763299475,0.4956679620862584,0.7759991268961329,0.7886252372977023,0.8506471580066235,,
"North Port CW , 14164 Tamiami Trail , North Port , FL , 34287",27.043727,-82.2395995,31140,4.0,0.2176581143593022,0.275312036805211,0.5232008051894647,0.8180158436988831,,,,,,
"OCTOPUS CAR WASH , 1050 W Beta St , Green Valley , AZ , 85614",31.9024319,-110.9867705,76552,6.0,0.210659585868096,0.2355118747897966,0.2667837232518146,0.467490247929168,0.5163612991110985,0.7520005280651437,,,,
"Ocala -Silver Springs , 4956 E Silver Springs Blvd , Ocala , FL , 34470",29.2100496,-82.0658882,169360,4.0,0.0400058101289591,0.1590044227788911,0.4399416139142372,0.6673399443780795,,,,,,
"Ocean Express , 9640 Federal Blvd , Federal Heights , CO , 80260",39.8715564,-105.0241903,158636,10.0,0.0704260733860658,0.2510069787508438,0.4712179778327864,0.5531639688510839,0.778813776966454,0.8072297941593533,0.8357752733113375,0.9343099843100257,0.9394145483726164,0.9588223876834
"Ogeechee , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,24454,5.0,0.188464694795794,0.2569394485371099,0.3716655735153459,0.4143096904480386,0.5220697497597199,,,,,
"Ollie Wash Henderson , 2700 US Hwy. 41 N , Henderson , KY , 42420",37.8755239,-87.5672191,72081,4.0,0.0335148965496435,0.3080806539276403,0.623638902080749,0.9993256228079002,,,,,,
"Ollie Wash Owensboro , 3850 Frederica St , Owensboro , KY , 42301",37.7343692,-87.1206966,171650,14.0,0.150606961262294,0.2174716260477857,0.345289348351481,0.4657550541977757,0.4669434076053246,0.5844677549496371,0.5861682427027353,0.7367619454953699,0.7819188123397472,0.7904486836270574
"Orange City , 1310 S Volusia Ave , Orange City , FL , 32763",28.9337218,-81.2984532,76364,5.0,0.0360967395833805,0.399324339744725,0.649885590230292,0.7257477013902613,0.816503294568076,,,,,
"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",41.01523,-92.456148,84016,5.0,0.0624396681348432,0.4671050475674552,0.9234079527400596,0.9304942240951176,0.9440561730851276,,,,,
"Oxford , 1826 US-78 , Oxford , AL , 36203",33.5957609,-85.8750204,112892,2.0,0.0852412214114826,0.3516593518335622,,,,,,,,
"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",39.5053791,-121.5444403,40464,11.0,0.1163364724510444,0.1752779232265177,0.2547505204138271,0.2777946248053696,0.346353595214512,0.3746712407185891,0.3777616530818642,0.4307494580786212,0.4899141122506969,0.7431823629006515
"Palatka , 812 FL-19 , Palatka , FL , 32177",29.6401112,-81.6772984,98235,10.0,0.1079949763384608,0.1230160564554473,0.2350716162179062,0.4463181630043534,0.5746682884751354,0.6097332428080479,0.7436112266262421,0.9079784672588908,0.9166990817148336,0.954605121699617
"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",29.4772142,-81.1809069,57881,5.0,0.1190370286409815,0.1718860165405505,0.2170339632974355,0.5223030648177938,0.7824369282724426,,,,,
"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",34.53198,-82.6963294,65744,8.0,0.040076810873037,0.3553676020132383,0.4153231130414846,0.6959990340630658,0.7529004449353641,0.8624276441024736,0.9074981868872756,0.9108384742663698,,
"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",34.8261114,-82.5618856,167211,10.0,0.1295304481750958,0.2315301935320486,0.2861622904201878,0.3531149876544329,0.6068112173760182,0.6235290659969811,0.7029168321401322,0.9226773136036208,0.9364229392431964,0.968441999914739
"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",33.8474699,-84.6095148,61664,11.0,0.128914998876446,0.4558581829761289,0.4866434792231032,0.5670396644435676,0.5686108025877564,0.7344787711154007,0.7479178319630233,0.8007160042836025,0.8627909103889595,0.9135465618268832
"Pat's NU Star - Winter Haven , 619 Cypress Gardens Blvd , Winter Haven , FL , 33880",28.0044428,-81.7177581,28995,,,,,,,,,,,
"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",32.8194376,-86.6104121,62441,0.0,,,,,,,,,,
"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",27.8321463,-80.4806875,12618,2.0,0.3455689234695147,0.7205605578171927,,,,,,,,
"Peppy's Car Wash , 101 W University Pkwy , Jackson , TN , 38305",35.6963252,-88.8329326,137989,,,,,,,,,,,
"Peppy's Car Wash Union City , 1315 Old Troy Rd , Union City , TN , 38261",36.4164336,-89.0730822,34834,,,,,,,,,,,
"Phenix City , 3709 US-431 , Phenix City , AL , 36867",32.497545,-85.0446581,166387,3.0,0.0840514694087166,0.7821829371579074,0.7957217524784111,,,,,,,
"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",35.339245,-77.919017,21809,2.0,0.5127747964747302,0.9687236188187676,,,,,,,,
"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",42.813419,-71.1021821,80384,8.0,0.0366386389412395,0.1199459601923427,0.2039435070511026,0.2412357461052029,0.4480930826006687,0.6051310918612024,0.8417759677486376,0.9806818324696748,,
"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",29.8652652,-81.2982865,4789,2.0,0.0497614775874881,0.5511461368637542,,,,,,,,
"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",45.4599517,-98.4546109,97823,9.0,0.0589600069420076,0.1542305846690766,0.3988317216871432,0.4918317630763757,0.6409325432240363,0.760406622728802,0.9483968475436472,0.9646667260550196,0.9851245547926591,
"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",34.1057206,-84.5433192,28169,14.0,0.0975848637820425,0.0991838615962777,0.2693919714336832,0.4039886964244043,0.45798132572797,0.4633223639058222,0.5764607508675484,0.6863644991354927,0.6877936688587174,0.7833766695965323
"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",32.1370935,-81.2545339,1903,7.0,0.1163492298543088,0.488292986978417,0.5009300821937936,0.6127473837737071,0.7375776355466772,0.7386370275530343,0.9094296740115976,,,
"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",32.4883669,-95.3982816,62909,1.0,0.2694043599218472,,,,,,,,,
"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",38.3143963,-85.5627054,155931,6.0,0.0904248166729242,0.2813633178739162,0.4536048140666378,0.6632970150486258,0.6802659820541382,0.855260853976006,,,,
"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",38.219339,-104.638418,58183,6.0,0.2892862572916752,0.2918600219087098,0.5152184904936146,0.5987825982425344,0.7246513908171449,0.9351510883264263,,,,
"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",31.242485,-90.4795296,96010,3.0,0.3594111417178708,0.4700105130595979,0.7791099390436539,,,,,,,
"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",35.8632117,-83.5282174,91140,6.0,0.0622537096241064,0.2541976051089829,0.813801317495074,0.8484163324864001,0.9177920379201256,0.969165131963033,,,,
"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",42.889469,-70.872266,203514,14.0,0.0609771458902747,0.1384506338370213,0.1979359679195727,0.2555355768264086,0.2693710260706105,0.3609580166769841,0.3883584184960739,0.4881512223665893,0.5535565962583218,0.6106997062488199
"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",42.8466008,-73.9416205,18676,5.0,0.1769112252667863,0.3172353933497607,0.525367221956601,0.8436282400915243,0.8823931828700597,,,,,
"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",34.3438549,-86.5015317,55050,6.0,0.121306162341452,0.2391571586893127,0.4155942443556658,0.439723487141534,0.7398822679173045,0.9504269347146748,,,,
"RED ROCKET CAR WASH #2 , 2110 Redstone Rd SW , Huntsville , AL , 35803",34.6176307,-86.5687864,57223,6.0,0.0879083254760394,0.224684730898221,0.3158497613002726,0.7099186470747954,0.8900565357494659,0.9273623374072584,,,,
"RIVERHEAD TOYOTA CAR WASH , 1655 County Rd 58 , Riverhead , NY , 11901",40.9240907,-72.6984365,9981,15.0,0.0625139387567705,0.1106104952841364,0.1530609572607569,0.2462755852594727,0.2701867537308715,0.4101621315912905,0.4942840867093034,0.712244045422084,0.7152487479986745,0.7226109520748751
"ROCK & ROLL CW , 8320 W Judge Perez Dr , Chalmette , LA , 70043",29.9531318,-89.9797697,96279,,,,,,,,,,,
"Radiant Apollo Beach , 6576 US Hwy 41 , Apollo Beach , FL , 33572",27.7731377,-82.3902847,135298,2.0,0.3156966943585742,0.6503065435806664,,,,,,,,
"Radiant Auburndale , 2049 US-92 , Auburndale , FL , 33823",28.0573484,-81.8121995,162809,4.0,0.0717947000235853,0.3140302658460031,0.3241447854453023,0.8882681777586358,,,,,,
"Radiant Land O' Lakes , 4230 Land O' Lakes Blvd , Land O' Lakes , FL , 34639",28.2424856,-82.4427769,101764,,,,,,,,,,,
"Radiant Poinciana , 925 Cypress Pkwy , Kissimmee , FL , 34759",28.1481414,-81.4462145,153366,4.0,0.1634999571881527,0.4280979690587172,0.5644985401571603,0.7992914230140373,,,,,,
"Radiant Spring Hill , 7104 Mariner Blvd , Spring Hill , FL , 34609",28.5308742,-82.5110397,101812,4.0,0.069637753878973,0.1870416280135309,0.3992151966662678,0.7056596896719755,,,,,,
"Radiant Zephyrhills , 7575 Gall Blvd , Zephyrhills , FL , 33541",28.2677868,-82.1889848,28277,4.0,0.2383100220866589,0.399323439039125,0.6009570040924458,0.6907232813994545,,,,,,
"Rio Rancho North , 507 NM-528 NE , Rio Rancho , NM , 87144",35.2668562,-106.6276302,19006,4.0,0.0538582557199925,0.7265242519885217,0.8254335875957777,0.9645100825642446,,,,,,
"Riptide Dallas , 1001 Dallas Cherryville Hwy , Dallas , NC , 28034",35.3153389,-81.189865,66815,15.0,0.0324083149455111,0.0765268526291035,0.1802435418237494,0.2177190489552347,0.3209624304247644,0.4675935055155871,0.5331314281082051,0.5905774844828944,0.6431589002794775,0.6761933736589482
"Riptide Durham , 3639 Durham-Chapel Hill Blvd , Durham , NC , 27707",35.97045,-78.9507861,102295,19.0,0.2438461008149038,0.2825819681915207,0.3563151168228877,0.3849500978808954,0.3890368092611724,0.4010027428822727,0.4306364278642178,0.5404884869272091,0.5760672423477773,0.6007239687293694
"Riptide Gastonia , 3711 E Franklin Blvd , Gastonia , NC , 28056",35.2572225,-81.1140765,162118,10.0,0.0998296923570731,0.1238212518811466,0.3228390017144388,0.4575454152114728,0.5065865612258568,0.6011679366176131,0.6061429801600415,0.8296386312797877,0.8394498666072918,0.9765942368734348
"Riptide Neuse , 13150 Falls of Neuse Rd , Raleigh , NC , 27614",35.9412871,-78.5612498,84062,9.0,0.0878860456683597,0.1322141780783582,0.3153997992518021,0.4326226527174718,0.7696028084598323,0.8295537342425932,0.9257487568250176,0.950448835627476,0.9536935453190366,
"Riptide Spring Lake , 1101 N Bragg Blvd , Spring Lake , NC , 28390",35.1804403,-78.9818916,19882,8.0,0.0351355517166729,0.2076952514763368,0.2384129842339105,0.8210789935503778,0.8723103718395011,0.8806843328096332,0.9613323050811132,0.9894483548013048,,
"Riverside Ionia , 1370 S State Rd , Ionia , MI , 48846",42.9685416,-85.0698982,57946,0.0,,,,,,,,,,
"Riverside Lowell , 1941 W Main St , Lowell , MI , 49331",42.931854,-85.3592788,109717,4.0,0.1914967323404205,0.6099138349889504,0.8597699400035238,0.8896625858903907,,,,,,
"Road Runner Express #2 , 101 Market Center Way , Daleville , VA , 24083",37.4169786,-79.9111846,14373,3.0,0.0372386417015794,0.2941826909890215,0.4984425215257902,,,,,,,
"Road Runner Express , 7816 Timberlake Rd , Lynchburg , VA , 24502",37.351769,-79.2267214,52822,10.0,0.0865304341624976,0.1158406838420911,0.5327188300786045,0.6731034546381912,0.6988311622573714,0.8127373128211302,0.8489166709809982,0.8516900807828558,0.8556209047949344,0.8945454090822272
"Roadrunner Express Mukwonago , 811 S Rochester St , Mukwonago , WI , 53149",42.8556672,-88.3274265,75350,7.0,0.1937611206322449,0.3219058400918991,0.4433546986449809,0.466235063590159,0.5651372691242615,0.6618462495175331,0.7795445815637418,,,
"Roadrunner Express New Berlin , 5275 S Moorland Rd , New Berlin , WI , 53151",42.9485381,-88.1097854,48244,4.0,0.2748472819108473,0.5223196614129237,0.5459343202043304,0.6449683967283826,,,,,,
"Rocket Wash Foothills , 3985 US-421 , Wilkesboro , NC , 28697",36.1493091,-81.2308643,47294,1.0,0.0456246357399355,,,,,,,,,
"Rocket Wash Mebane , 211 Fieldale Rd , Mebane , NC , 27302",36.0759804,-79.2749994,82445,10.0,0.0970116364509069,0.2238676213070559,0.323538339046961,0.3652999853546895,0.4290198158948124,0.4838103121346233,0.5029903618128138,0.6162431354183736,0.6740166300251026,0.9952575955839252
"Rocket Wash Rome , 694 Braves Blvd NE , Rome , GA , 30161",34.2837964,-85.1672328,32188,5.0,0.1476605317290349,0.8639238868730484,0.8895665844691635,0.9294726992323558,0.9749310672546436,,,,,
"Rocket Wash Wilkesboro , 1846 US-421 , Wilkesboro , NC , 28697",36.1506819,-81.1992276,80986,5.0,0.2286112729507864,0.2652518513461919,0.5389411991731328,0.7929521858575621,0.9640767086608586,,,,,
"Rockmart , 1931 Nathan Dean Pkwy , Rockmart , GA , 30153",34.0092289,-85.0306115,6729,6.0,0.1082161514308084,0.1196228923844586,0.7660977355452704,0.7753519207695275,0.9117896688390058,0.9473005631437372,,,,
"Rocks Edge , 116 Carmel Dr , King , NC , 27021",36.2624481,-80.365563,99507,5.0,0.099877496599371,0.2078482401760174,0.2117838612015324,0.2906276860904752,0.4421587107764071,,,,,
"Rogue Carwash , 819 SE Mill St , Grants Pass , OR , 97526",42.4311527,-123.318906,72733,40.0,0.0446670721230544,0.0524591804094997,0.2763812501899149,0.5148411116022472,0.5326140685905582,0.5329904668981422,0.5386640561215128,0.5548717526675531,0.5671852499865354,0.5718764113127395
"Rolling Thunder , 800 E Main St , Palmyra , PA , 17078",40.312316,-76.585092,63971,5.0,0.0740711671106322,0.1086834593364288,0.4217299878133849,0.6503696238440968,0.9333378394764374,,,,,
"Royal Pines , 3454 Royal Pines Dr , Middleburg , FL , 32068",30.1588835,-81.8357776,23954,2.0,0.0682973613139379,0.2560415944527096,,,,,,,,
"Royal Splash Car Wash , 21 Cape Rd , Mendon , MA , 1756",42.0997802,-71.5037789,36762,1.0,0.2154789930033437,,,,,,,,,
"Rub A Dub , 707 Taugenbaugh Blvd , Rifle , CO , 81650",39.5216905,-107.7771586,16143,3.0,0.6311393542954389,0.7571987263663362,0.8782749049091626,,,,,,,
"Russellville - E Main St , 2610 E Main St , Russellville , AR , 72802",35.2778085,-93.1033689,71951,10.0,0.0387142607049446,0.2040025649238719,0.3238629110960107,0.3809145334866379,0.5355056661005182,0.5879979743888865,0.965108022456746,0.9854236346809316,0.9865300766705892,0.9905727949651582
"SIMPLY CLEAN CW (VALLEY CW) , 64 Pershing Dr , Ansonia , CT , 6401",41.3346732,-73.0831786,25103,12.0,0.2811256263542551,0.3872526013492237,0.397423252525284,0.4281598936470736,0.4319753077997702,0.4407839173228906,0.4525845737444328,0.5324001911592686,0.5328598824910166,0.6615406287640446
"SQUEAKY CLEAN CW 2 , 3931 Cerrillos Rd , Santa Fe , NM , 87507",35.6427019,-106.0134847,26695,15.0,0.044423568285667,0.2573818736211992,0.3010966586914303,0.3307945602201887,0.3926236481242084,0.515354345612814,0.5954985205269752,0.5973824371939982,0.630740566490043,0.695348062567821
"STEESE , 720 Old Steese Hwy , Fairbanks , AK , 99701",64.8515089,-147.6945971,74221,24.0,0.0438920199718744,0.1662337466680714,0.1916202279736362,0.2025384491503687,0.2715765523701966,0.3727425375637434,0.3820291094412117,0.4175059633842804,0.470622038232829,0.4930881420753884
"SUPER SPRAY , 1581 S Muskogee Ave , Tahlequah , OK , 74464",35.8956029,-94.9762402,24724,7.0,0.2752071580373897,0.3664747669383224,0.3758664626701682,0.5267257825592165,0.571269366597555,0.5911821209893477,0.91038186286343,,,
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,24036,4.0,0.0478973137182415,0.563066328037913,0.7846000597518423,0.9929724465834396,,,,,,
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,57295,16.0,0.178281948960509,0.2215009882884305,0.2643066213046678,0.3326543077459426,0.5817071060042512,0.7000398871157949,0.7577877021141508,0.7735900207355342,0.8057067344665714,0.8123539273229516
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,14883,7.0,0.0843357965110539,0.1016055535139363,0.191414468123691,0.3139466620945196,0.6196490424305067,0.9035246280830442,0.9522078270997556,,,
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,81435,10.0,0.0289399673640794,0.1466679185312158,0.2822085852306846,0.3125387658726802,0.4748012274158454,0.4914678099181683,0.50762672160842,0.7518247603841146,0.8622115952387035,0.9413761596216382
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,133962,16.0,0.0582113537184691,0.2519476951826304,0.2549708067272004,0.2750609651642567,0.4430554863132635,0.4603382694503453,0.572157248358311,0.6835059523348427,0.707763010279357,0.7529444291484206
"Saratoga Honda , 3402 US-9 , Saratoga Springs , NY , 12866",43.057525,-73.7870143,9629,4.0,0.3928084211620509,0.7083647099186992,0.7572336714312718,0.8647304645183197,,,,,,
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",32.3740716,-96.8662375,24694,1.0,0.9125726203223384,,,,,,,,,
"Seaway Car Wash North , 142 Heineberg Drive , Colchester , VT , 5446",44.53489,-73.249658,29408,2.0,0.1398102819212887,0.8744336653716022,,,,,,,,
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,25034,12.0,0.0832917900345781,0.2641497820409834,0.3506653446510697,0.4505457739835386,0.5596186391200269,0.6472431451273425,0.6858756064724446,0.7396469062275106,0.8735183070286664,0.9069848072764564
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,54258,12.0,0.0832917900345781,0.2641497820409834,0.3506653446510697,0.4505457739835386,0.5596186391200269,0.6472431451273425,0.6858756064724446,0.7396469062275106,0.8735183070286664,0.9069848072764564
"Senatobia , 328 E Main St , Senatobia , MS , 38668",34.6197427,-89.9562586,91856,1.0,0.1348754759173581,,,,,,,,,
"Sherwood - E Kiehl Ave , 3610 E Kiehl Ave , Sherwood , AR , 72120",34.8316898,-92.1924256,60745,5.0,0.0836546215471148,0.235006080339293,0.2961354163584601,0.576968150382401,0.7998453814815828,,,,,
"Shortman Car Wash , 1001 N Main St , Miami , OK , 74354",36.8867079,-94.8779151,11526,6.0,0.0817224515090521,0.1289777377403117,0.3355111499129621,0.5240380739599144,0.8340346606697004,0.9128075284600812,,,,
"Silver City , 1870 US-180 , Silver City , NM , 88061",32.7861869,-108.2554652,92350,4.0,0.277156059036784,0.4959245614197594,0.6411207796744981,0.8463475727900838,,,,,,
"Smitty's Car Wash Fredericksburg , 513 S Adams St , Fredericksburg , TX , 78624",30.2686406,-98.8775051,10619,,,,,,,,,,,
"Smitty's Car Wash Greenville , 6112 Wesley St , Greenville , TX , 75402",33.1078395,-96.1100705,35010,,,,,,,,,,,
"Smitty's Car Wash Kerrville , 301 Sidney Baker St , Kerrville , TX , 78028",30.0424562,-99.1448947,65827,,,,,,,,,,,
"Smitty's Car Wash Lindale , 13776 US Hwy 69 N , Tyler , TX , 75706",32.4668192,-95.3857957,50211,,,,,,,,,,,
"Smitty's Car Wash Lufkin , 1808 S First St , Lufkin , TX , 75901",31.3147004,-94.7281932,149975,,,,,,,,,,,
"Smitty's Car Wash Marshall , 1500 E End Blvd N , Marshall , TX , 75672",32.5568335,-94.3493365,42468,,,,,,,,,,,
"Smitty's Car Wash Princeton , 400 E Princeton Dr , Princeton , TX , 75407",33.1746057,-96.4854304,9153,,,,,,,,,,,
"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",32.3327117,-96.619208,106841,17.0,0.149912426767353,0.2094780456553431,0.2616993464393362,0.3931015077580556,0.4612318369723295,0.5258154441096281,0.5399564967607621,0.575864168486649,0.6381239661554312,0.6397482763419109
"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",37.56632,-84.3109343,71117,5.0,0.1507655984523319,0.2973442740901383,0.3243111010739567,0.484653227308625,0.7906934757992298,,,,,
"Soapy J's , 626 Norh 12 Street , Middlesboro , KY , 40965",36.6144347,-83.7027468,88020,,,,,,,,,,,
"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",42.0599321,-72.6756952,45788,2.0,0.0331612880530731,0.5089778955916103,,,,,,,,
"Soapy Nobles 76 N Rd East Windsor CT , 76 N Rd , East Windsor , CT , 6088",41.9319611,-72.5918196,45773,7.0,0.3286589423314567,0.6970009366749161,0.8301371867024624,0.8347103136332545,0.8356599701984938,0.919991709256498,0.9435693964701836,,,
"Soapy Sam's , 15046 IN-23 , Granger , IN , 46530",41.7324112,-86.15926,36589,,,,,,,,,,,
"Soggy Dog CW , 714 Ritter Dr , Glen Morgan , WV , 25813",37.7497066,-81.1410774,26247,0.0,,,,,,,,,,
"Sonic Suds Simpsonville , 703 SE Main St , Simpsonville , SC , 29681",34.7219085,-82.252667,118209,8.0,0.0277419108547234,0.1331045414673722,0.2380068778653229,0.2947535440602913,0.3811405854987149,0.5817758597737833,0.6929603383344264,0.8434896359838012,,
"South Deland , 1810 S Woodland Blvd , DeLand , FL , 32720",28.9965731,-81.3032381,152000,4.0,0.1614319064503605,0.2720755298770396,0.6727232290710468,0.8702463415264972,,,,,,
"Southaven , 1101 Church Rd W , Southaven , MS , 38671",34.9330158,-90.0089691,130907,3.0,0.5483469645723633,0.7491336852611424,0.8995453872677571,,,,,,,
"Spectacular 1830 , 1830 E. Hwy 80 , Somerset , KY , 42503",37.1011409,-84.5898025,3596,5.0,0.6779804360099546,0.8186460105067908,0.8428672366725524,0.9113825997454844,0.9704089544163482,,,,,
"Spectacular 1990 , 1990 Oak Hill Road , Somerset , KY , 42503",37.0579482,-84.6462024,11820,0.0,,,,,,,,,,
"Spectacular 954 , 954 US-27 , Somerset , KY , 42501",36.9524362,-84.5786258,17500,0.0,,,,,,,,,,
"Speedy Pete's Car Wash , 1205 Maxwell Blvd , Ruston , LA , 71270",32.541285,-92.633638,64878,,,,,,,,,,,
"Splash Brothers Wolfforth , 716 Donald Preston Dr , Wolfforth , TX , 79382",33.52042,-102.0038528,69863,5.0,0.3015182880118698,0.3272931596482409,0.5195333174462704,0.6211343920787594,0.7687819485067017,,,,,
"Splash Hopper Express , 863 Western Bypass , Andalusia , AL , 36420",31.2980899,-86.499031,76377,2.0,0.5151161328504891,0.6789642584943104,,,,,,,,
"Splash N Foam , 705 Fannin St , George West , TX , 78022",28.3306261,-98.1165219,9199,3.0,0.0878439049969135,0.1534435531225745,0.3319497397283961,,,,,,,
"Suds Bucket Wash , 615 landmark Point Blvd. Suite B , Gray , GA , 31032",32.9897907,-83.5691835,75792,2.0,0.1054615000328978,0.9892967970989548,,,,,,,,
"Suds Deluxe Kyle , 18810 IH 35 , Kyle , TX , 78640",30.0342462,-97.847338,242588,2.0,0.1269253430280665,0.1735686446842658,,,,,,,,
"Sudzy's Car Wash , 2624 Anderson Hwy , Powhatan , VA , 23139",37.5243866,-77.8264842,61688,,,,,,,,,,,
"Summerville , 10805 Commerce St , Summerville , GA , 30747",34.4900693,-85.3417458,62814,4.0,0.64449025308708,0.739660049764433,0.841536721340885,0.9525382306126297,,,,,,
"Sun Splash , 914 N Stratford Rd , Moses Lake , WA , 98837",47.1408544,-119.2794176,142368,11.0,0.0894459958341015,0.1688952683699188,0.2372105610291805,0.6401098163683572,0.6419557899679416,0.705712818933843,0.7224310912999911,0.802930282924755,0.8069425275215468,0.8653900512927384
"Sunny Daze Car Wash , 609 N Mayo Trl , Paintsville , KY , 41240",37.8254161,-82.8228864,11197,1.0,0.246397272686209,,,,,,,,,
"Super Duck Hazel Green , 14533 US-231 , Hazel Green , AL , 35750",34.9431964,-86.5724199,77932,2.0,0.2458326604574414,0.3682669723365762,,,,,,,,
"THOMAS CAR WASH , 218 Blueberry Ln , Nicholasville , KY , 40356",37.891331,-84.56775,25346,9.0,0.209155201499155,0.309743632099768,0.4393222988362711,0.5859611949161342,0.6712316986153926,0.7370138128446492,0.8096575963641771,0.8506021473406756,0.8794026137958436,
"TLC Car Wash 2 , 1001 W Main St , Salem , VA , 24153",37.2907386,-80.0740891,19114,13.0,0.051003209867799,0.1114114442192926,0.1485385349785196,0.3451301166023888,0.4791423168347675,0.5407715643230842,0.6513131485976572,0.7240691691942924,0.7354867064979105,0.849244984013716
"TXGRA_Hwy377 , 3601 E US Hwy 377 , Granbury , TX , 76049",32.4530938,-97.7328629,72699,3.0,0.2556308101231537,0.8191025703890782,0.9022673745105492,,,,,,,
"TXNEW_Walton , 23685 Walton Ave , New Caney , TX , 77357",30.1529637,-95.2186963,102976,7.0,0.1855422336817815,0.2007869725159711,0.2453992219939099,0.2929928168469023,0.3790535540505461,0.4277747401798705,0.5247643591973479,,,
"Taos , 1122 Paseo Del Pueblo Sur , Taos , NM , 87571",36.3816146,-105.5891681,82762,4.0,0.134435846175644,0.3586442825879776,0.7289048266945569,0.9168963446488962,,,,,,
"The Auto Spa @ Main Street , 2002 W Main St , Durant , OK , 74701",33.9970998,-96.3999484,77756,12.0,0.054432559257884,0.1512329625946819,0.3353790706861493,0.4620914387027282,0.5315205255315619,0.5428002535767908,0.5723358284551774,0.6051336958057396,0.7012138862373039,0.7630435755933065
"The Auto Spa @ University , 3212 University Blvd , Durant , OK , 74701",34.0053117,-96.4094184,36109,8.0,0.0842756548138865,0.4063786578486673,0.4235984668195307,0.4450480917141343,0.5167930461290811,0.5786853927034122,0.6554090539280625,0.7357262075440347,,
"The Washery , 127 Airport Rd , Hazleton , PA , 18202",40.9914564,-75.986629,75352,3.0,0.1707187852247125,0.8679983605347509,0.948308323660922,,,,,,,
"Thoroughbred Ashland , 621 12th St , Ashland , KY , 41101",38.4776961,-82.6469666,9410,35.0,0.0317328528826995,0.1006045331443392,0.1208025178610826,0.13215219779725,0.146430448619392,0.1973220060024473,0.2134915420535199,0.239630605662419,0.251292817727243,0.2572302007642407
